Id,CreationTime,CreationTimeUTC,RecordType,Operation,OrganizationId,UserType,UserKey,Workload,UserId,ClientIP,UserAgent,Activity,ItemName,WorkSpaceName,DashboardName,DatasetName,ReportName,WorkspaceId,ObjectId,DashboardId,DatasetId,ReportId,OrgAppPermission,CapacityId,CapacityName,AppName,IsSuccess,ReportType,RequestId,ActivityId,AppReportId,DistributionMethod,ConsumptionMethod,RetrieveDate
5457ec77-b8f4-4f5c-9664-260a0330517e,2022-09-04T10:55:48Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001E2C95A8D,PowerBI,zjones@example.com,165.225.80.200,,ViewReport,02.020.Portfolio Performance Snapshot,iwjirjexjl,,02.020.Portfolio Performance Snapshot,srzckgtjyb,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,02.020.Portfolio Performance Snapshot,,45337b03-fc81-42df-9f8d-b2018d65df3a,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,,,,,True,PowerBIReport,6910cb46-741b-f751-49d0-8ebecc2d10fe,771b5409-4e98-a397-f0d1-ec6418f2c050,,Shared,Power BI Web,04/09/2022 09:34:50
098a0b45-f7fc-4956-9372-e6acd56d1a66,2022-09-04T10:40:57Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,1003200102470097,PowerBI,jeanclark@example.com,86.25.149.160,,ViewReport,CoEDashboard-Aug22,qjkkvybbsq,,CoEDashboard-Aug22,wmirbgsvrq,15c1635c-4d11-4360-8ffa-c0fad71f0311,CoEDashboard-Aug22,,ef4eab0d-bb19-406a-8658-b074a5fb3a5f,67baf054-f3d4-406b-8b9b-827f1e711c6c,,,,,True,PowerBIReport,6d1f2238-77ef-4306-96f2-dbfa476383ab,25b2f401-c64d-45e6-bc53-6be396024f68,,Workspace,Power BI Web,04/09/2022 09:34:50
2ab1e683-e081-4783-94ba-4de184a3c2e8,2022-09-04T10:55:43Z,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001E2C95A8D,PowerBI,zjones@example.com,165.225.80.200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",GetSnapshots,,oiuftfnmho,,,rkvduhpeeh,,,,,,,,,,True,,9b159d11-aa83-27f3-2775-20e535aca906,17844008-8210-422b-bf7d-1fe2eaf8ddeb,,,,04/09/2022 09:34:50
05343111-20ad-401f-a13b-905cfadcca46,2022-09-04T13:52:32Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF93124A89,PowerBI,pamelalawson@example.org,51.187.224.239,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",ViewReport,02.020.Portfolio Performance Snapshot,iwjirjexjl,,02.020.Portfolio Performance Snapshot,srzckgtjyb,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,02.020.Portfolio Performance Snapshot,,45337b03-fc81-42df-9f8d-b2018d65df3a,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,,,,,True,PowerBIReport,d2a9db67-770d-6c96-c383-d98eabfd850f,b1aab7f0-bcc3-1fa0-4da6-3eb565061f69,,Shared,Power BI Web,04/09/2022 09:34:50
d4e84386-2a66-4fbf-abd3-fd396fd85ee3,2022-09-04T13:51:00Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF93124A89,PowerBI,pamelalawson@example.org,51.187.224.239,,ViewReport,03.105.Phase (2a) Cost Dashboard,iwjirjexjl,,03.105.Phase (2a) Cost Dashboard,ntzjaeujfr,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,03.105.Phase (2a) Cost Dashboard,,ef429911-7080-4120-b3e6-56685aff9ac9,57eb1821-ab13-42aa-b202-936d772d32d7,,,,,True,PowerBIReport,26db4e2a-763e-1c8e-7ca3-94e1fc157c88,0ecfbc3d-1e42-af47-5cd2-e0ee3d3e61c8,,Shared,Power BI Web,04/09/2022 09:34:50
9fdf72b3-b1fb-4cb0-8bf6-c54b5f9ab432,2022-09-04T13:52:03Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF93124A89,PowerBI,pamelalawson@example.org,51.187.224.239,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",ViewReport,02.000.Performance Snapshot,iwjirjexjl,,02.000.Performance Snapshot,umovxeoilf,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,02.000.Performance Snapshot,,73a92959-5a4d-4127-b423-7f6f13587e5b,af3b532e-abc9-46b6-9045-294b45077da6,,,,,True,PowerBIReport,9372d195-ec7a-e909-b986-bc44daf407f1,462dc59a-24b2-6df2-6bda-86a603605def,,Shared,Power BI Web,04/09/2022 09:34:50
a16fde0b-0e8a-4c46-9937-896722e12abe,2022-09-04T13:50:52Z,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF93124A89,PowerBI,pamelalawson@example.org,51.187.224.239,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",GetSnapshots,,oiuftfnmho,,,rkvduhpeeh,,,,,,,,,,True,,2da2b59a-3ac3-85fc-b3d0-f2a762643f69,4cf09e81-3c4f-4890-9733-52da38f01df5,,,,04/09/2022 09:34:50
ce3e10fd-9fda-4554-81e1-db6fa4db5574,2022-09-04T16:45:13Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,ronaldkay@example.org,109.159.35.5,,ViewReport,NTS End of Month Report,jhuxlitsnb,,NTS End of Month Report,msgnrooott,e1b945e5-9e7d-40f7-a037-8f8d1e5cde79,NTS End of Month Report,,fc0a9c86-b1e1-42de-a082-b7068fdd14f2,d8aed01d-d910-4baa-a59e-fb2f2c5047ec,,,,,True,PowerBIReport,33f68616-0102-bc18-6881-631a54c09a3a,b0a521b2-3ac8-22ba-4e70-685434cab734,,Workspace,Power BI Web,04/09/2022 09:34:50
f85f26c3-eec0-4f12-aa57-5d03835a59b4,2022-09-04T16:46:00Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,ronaldkay@example.org,109.159.35.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",ViewReport,NTS Reporting Suite,jhuxlitsnb,,NTS Reporting Suite,mxpyqgihmx,e1b945e5-9e7d-40f7-a037-8f8d1e5cde79,NTS Reporting Suite,,6432dc3c-1cae-492b-84d9-4e6906e715fb,44cda3d5-77a5-45e9-b596-7def26fdab6d,,,,,True,PowerBIReport,320fd1d0-8a24-1577-22f5-89e985a59dd1,479eca9c-30d3-1bb0-3a64-2495ffa4c525,,Workspace,Power BI Web,04/09/2022 09:34:50
298a6e55-8c05-4998-9d38-ec782e2fd2f2,2022-09-04T16:45:48Z,,20,ViewReport,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,ronaldkay@example.org,109.159.35.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",ViewReport,RSZ End of Month Report,jhuxlitsnb,,RSZ End of Month Report,muyikhrqii,e1b945e5-9e7d-40f7-a037-8f8d1e5cde79,RSZ End of Month Report,,a41c4dcb-0e44-48e2-af74-2406d40367eb,80ffdcac-8e29-421b-a1b3-b06d7ac6dc1c,,,,,True,PowerBIReport,904b3fac-2e97-3bcb-073c-2c6a34fb6611,184e83a7-e5ae-637f-11d5-d90fb9555db9,,Workspace,Power BI Web,04/09/2022 09:34:50
